vids,labels,set_type,split,case_id
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_682.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_683.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_684.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_685.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_686.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_687.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_688.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_689.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_690.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_691.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_692.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_693.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_694.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_695.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_696.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_697.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_698.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_0_27_53.139806-0_29_42.48248230fps_clip_699.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_702.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_703.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_704.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_705.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_706.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_707.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_81_Bleeding_light_0_42_13.500167-0_42_28.68201530fps_clip_708.mp4,Bleeding,train,1,81
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_02_57.344011-0_03_07.78778830fps_clip_1.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_02_57.344011-0_03_07.78778830fps_clip_2.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_02_57.344011-0_03_07.78778830fps_clip_3.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_02_57.344011-0_03_07.78778830fps_clip_4.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_6.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_7.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_8.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_9.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_10.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_11.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_12.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_13.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_14.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_15.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_16.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_17.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_18.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_19.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_20.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_21.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_22.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_23.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_24.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_25.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_26.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_27.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_28.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_29.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_30.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_110_Bleeding_0_03_27.640974-0_04_22.56256330fps_clip_31.mp4,Bleeding,train,1,110
GynSurg_Action_Segments/Bleeding/case_116_Bleeding_0_26_06.900234-0_26_11.77177230fps_clip_34.mp4,Bleeding,train,1,116
GynSurg_Action_Segments/Bleeding/case_214_Bleeding_0_11_11.800000-0_11_19.76666730fps_clip_57.mp4,Bleeding,train,1,214
GynSurg_Action_Segments/Bleeding/case_214_Bleeding_0_11_11.800000-0_11_19.76666730fps_clip_58.mp4,Bleeding,train,1,214
GynSurg_Action_Segments/Bleeding/case_214_Bleeding_0_11_11.800000-0_11_19.76666730fps_clip_59.mp4,Bleeding,train,1,214
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_00_34.133333-0_00_37.90000030fps_clip_82.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_84.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_85.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_86.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_87.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_88.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_89.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_90.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_91.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_92.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_93.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_94.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_95.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_227_Bleeding_0_04_01.466667-0_04_29.23333330fps_clip_96.mp4,Bleeding,train,1,227
GynSurg_Action_Segments/Bleeding/case_251_Bleeding_0_01_50.433333-0_02_01.03333330fps_clip_145.mp4,Bleeding,train,1,251
GynSurg_Action_Segments/Bleeding/case_251_Bleeding_0_01_50.433333-0_02_01.03333330fps_clip_146.mp4,Bleeding,train,1,251
GynSurg_Action_Segments/Bleeding/case_251_Bleeding_0_01_50.433333-0_02_01.03333330fps_clip_147.mp4,Bleeding,train,1,251
GynSurg_Action_Segments/Bleeding/case_251_Bleeding_0_01_50.433333-0_02_01.03333330fps_clip_148.mp4,Bleeding,train,1,251
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_154.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_155.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_156.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_157.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_158.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_159.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_260_Bleeding_0_07_20.366667-0_07_35.76666730fps_clip_160.mp4,Bleeding,train,1,260
GynSurg_Action_Segments/Bleeding/case_267_Bleeding_0_11_27.100000-0_11_32.23333330fps_clip_162.mp4,Bleeding,train,1,267
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_165.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_166.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_167.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_168.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_169.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_170.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_171.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_172.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_173.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_174.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_175.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_176.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_01_36.800000-0_02_05.13333330fps_clip_177.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_269_Bleeding_0_05_49.100000-0_05_53.53333330fps_clip_180.mp4,Bleeding,train,1,269
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_183.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_184.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_185.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_186.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_187.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_188.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_189.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_190.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_191.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_192.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_193.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_194.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_195.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_196.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_197.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_198.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_199.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_200.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_201.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_202.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_317_Bleeding_0_01_06.500000-0_01_51.13333330fps_clip_203.mp4,Bleeding,train,1,317
GynSurg_Action_Segments/Bleeding/case_318_Bleeding_0_04_33.300000-0_04_38.63333330fps_clip_206.mp4,Bleeding,train,1,318
GynSurg_Action_Segments/Bleeding/case_318_Bleeding_0_04_33.300000-0_04_38.63333330fps_clip_207.mp4,Bleeding,train,1,318
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_209.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_210.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_211.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_212.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_213.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_214.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_215.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_216.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_0_00_36.366667-0_00_56.66666730fps_clip_217.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_220.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_524_Bleeding_0_07_16.600000-0_07_2830fps_clip_415.mp4,Bleeding,train,1,524
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_221.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_222.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_223.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_224.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_225.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_226.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_227.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_228.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_229.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_230.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_231.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_232.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_233.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_326_Bleeding_light_0_08_16.100000-0_08_47.53333330fps_clip_234.mp4,Bleeding,train,1,326
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_00_12.133333-0_00_24.96666730fps_clip_236.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_00_12.133333-0_00_24.96666730fps_clip_237.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_00_12.133333-0_00_24.96666730fps_clip_238.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_00_12.133333-0_00_24.96666730fps_clip_239.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_00_12.133333-0_00_24.96666730fps_clip_240.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_06_44.600000-0_06_53.43333330fps_clip_243.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_06_44.600000-0_06_53.43333330fps_clip_244.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_06_44.600000-0_06_53.43333330fps_clip_245.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_248.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_249.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_250.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_251.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_252.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_253.mp4,Bleeding,train,1,349
GynSurg_Action_Segments/Bleeding/case_349_Bleeding_0_07_07.133333-0_08_34.13333330fps_clip_254.mp4,Bleeding,train,1,349
